,date,id,link,retweet,text,author
104,Sep-16,7.76998E+17,/realDonaldTrump/status/776998082936315904,FALSE,Just arrived in Texas - have been informed two @fortworthpd officers have been shot. My thoughts and prayers are with them.,DonaldTrump
105,Sep-16,7.76952E+17,/realDonaldTrump/status/776952133358751744,FALSE,"Just leaving Miami for Houston, Oklahoma and Colorado. Miami crowd was fantastic!",DonaldTrump
106,Sep-16,7.76889E+17,/realDonaldTrump/status/776888753499561984,FALSE,Great parade in The Villages- I love you all. We will #MAGA. Thank you for the incredible support-I will not forget!pic.twitter.com/5qTDijU3hn,DonaldTrump
107,Sep-16,7.76843E+17,/realDonaldTrump/status/776842647294009344,FALSE,I am truly honored and grateful for receiving SO much support from our American heroes...http://bit.ly/2csHFXf pic.twitter.com/JJQncd3zhf,DonaldTrump
108,Sep-16,7.76773E+17,/realDonaldTrump/status/776773380414537728,FALSE,"I am now going to the brand new Trump International, Hotel D.C. for a major statement.",DonaldTrump
109,Sep-15,7.76553E+17,/realDonaldTrump/status/776552722195705857,FALSE,"Instead of driving jobs and wealth away, AMERICA will become the WORLD'S great magnet for innovation & job creation!pic.twitter.com/cvu20ZQSVJ",DonaldTrump
110,Sep-15,7.76433E+17,/realDonaldTrump/status/776432922450616320,FALSE,"Thank you to all of our law enforcement officers - across America! #LESM #MAGA 
https://instagram.com/p/BKXDNPCDZKx/ pic.twitter.com/4MTmR8kXVb",DonaldTrump
111,Sep-14,7.76269E+17,/realDonaldTrump/status/776269061823074304,FALSE,I was never a fan of Colin Powell after his weak understanding of weapons of mass destruction in Iraq = disaster. We can do much better!,DonaldTrump
112,Sep-14,7.76248E+17,/realDonaldTrump/status/776247579600453632,FALSE,"Great poll out of Nevada- thank you! See you soon. #MAGA #AmericaFirst
http://www.DonaldJTrump.com pic.twitter.com/27sR3MjjXc",DonaldTrump
113,Sep-14,7.76223E+17,/realDonaldTrump/status/776223340595937280,FALSE,"Great evening in Canton, Ohio-thank you! We are going to MAKE AMERICA GREAT AGAIN! Join us: 
http://www.DonaldJTrump.com pic.twitter.com/4MvwUj9eX9",DonaldTrump
114,Sep-14,7.7617E+17,/realDonaldTrump/status/776169656080039936,FALSE,Thank you Ohio! Just landed in Canton for a rally at the Civic Center. Join me at 7pm: https://www.donaldjtrump.com/schedule/register/canton-oh/ …pic.twitter.com/UtCRxykurW,DonaldTrump
115,Sep-14,7.7616E+17,/realDonaldTrump/status/776160185337413632,FALSE,"Thank you Florida- can't wait to see you Friday in Miami! Join me:
http://bit.ly/2cIUUroMIAMI pic.twitter.com/JxsWXz05T9",DonaldTrump
116,Sep-14,7.76059E+17,/realDonaldTrump/status/776058538137452548,FALSE,"Great poll Florida - thank you! 
#ImWithYou #AmericaFirstpic.twitter.com/6Odle7j1hd",DonaldTrump
