date,retweet,text,author
2016-10-02,False,Try our new tool! See how much youd pay in federal income taxes if you paid the same as billionaire Donald Trumphttp//hrc.io/2d6wSlS,HillaryClinton
2016-10-02,False,.@TimKaines favorite recordsand 13 other things you should know about Americas next vice presidenthttp//hrc.io/2dkeRDO,HillaryClinton
2016-10-01,False,Trump apparently got to avoid paying taxes for nearly two decadeswhile tens of millions of working families paid theirs.,HillaryClinton
2016-10-01,False,"Shes just out there every day doing Gods work in her own way. You know? Making her parents proud. Betsy, Hillarys lifelong friend",HillaryClinton
2016-10-01,False,Dont boo. Vote! http//IWillVote.com,HillaryClinton
2016-10-01,False,"It was overwhelming, in every sense of that word. Betsy, Hillarys oldest friend, on casting the Illinois delegations votes at the DNC",HillaryClinton
2016-10-01,False,Great step forward by the Obama administration. Its past time for Congress to guarantee paid sick leave for everyone. Hhttps//twitter.com/POTUS/status/782218662228942848,HillaryClinton
2016-10-01,False,Nobody here was having fun except for Trump.,HillaryClinton
2016-10-01,False,"For those few people knocking public service, hope youll reconsider answering the call to help others. Because were stronger together.",HillaryClinton
2016-10-01,False,"Remember, dont believe the haters who describe America as hopeless and broken. We should lift each other up, not tear each other down.",HillaryClinton
2016-10-01,False,Its 320am. As good a time as any to tweet about national service.http//hrc.io/2d35BB5,HillaryClinton
2016-09-30,False,Trump stood on a debate stage and lied to millions of Americans.Chip in to make sure he never becomes president http//hrc.io/2df1kxe,HillaryClinton
2016-09-30,False,"When Ruline was born, women couldnt vote. Yesterday, at 103, she voted for Hillary. Make sure youre registered http//IWillVote.com",HillaryClinton
2016-09-30,False,Make sure @realDonaldTrumps bullying never reaches the White House. Chip in now http//hrc.io/2drc4ZK,HillaryClinton
2016-09-30,False,A man who can be provoked by a tweet should not be anywhere near the nuclear codes.,HillaryClinton
2016-09-30,False,"My view is we are already great, and if we work together, we will become even greater in the years ahead. Hillary in Florida",HillaryClinton
2016-09-30,False,Trump admits he cant say he treats women with respect.https//amp.twimg.com/v/08853b75592e42208802ab8fb2332f87,HillaryClinton
2016-09-30,False,"While Donald continues day 5 of his Machado meltdown, well be in Florida talking about national service. Youll want to watch.",HillaryClinton
2016-09-30,False,Trump on equal pay Do as good a job as men.Abortion? Should be punished.Pregnancy? An inconvenience.Wives working? Dangerous.,HillaryClinton
2016-09-30,False,Trump obsessively bullies Rosie ODonnellan accomplished actor. He insulted Kim Kardashian for her weightwhen she was pregnant. Pathetic.,HillaryClinton
2016-09-30,False,"When something gets under Donalds thin skin, he lashes out and cant let go. This is dangerous for a president.",HillaryClinton
2016-09-30,False,Alicia deserves praise for courageously standing up to Trumps attacks. And he has the gall to blame herand say he helped?,HillaryClinton
2016-09-30,False,What kind of man stays up all night to smear a woman with lies and conspiracy theories?,HillaryClinton
2016-09-30,False,"This is...unhinged, even for Trump. A few notes.https//twitter.com/realDonaldTrump/status/781788223055994880",HillaryClinton
2016-09-29,False,Men and women.Young and old.Gay and straight.Nativeborn and immigrant.Thats who the hell we are. http//IWillVote.com,HillaryClinton
2016-09-29,False,"This is not me just going through the motions here.I really, really, really want to elect Hillary. @POTUS http//IWillVote.com",HillaryClinton
2016-09-29,False,"I will not raise taxes on anyone making less than 250,000. Hillaryhttp//hrc.io/2dold5y",HillaryClinton
2016-09-29,False,"Born before women could vote, Ruline just cast her ballot for Hillary in Iowa today. Join her http//IWillVote.com",HillaryClinton
2016-09-29,False,BarackMichelleJoeBernieElizabethYou?http//IWillVote.com,HillaryClinton
2016-09-29,False,"Trump appears to have broken the law and acted against our nations interest, all so he could line his own pockets. http//hrc.io/2dnPh1j",HillaryClinton
2016-09-29,False,The images from the train derailment in NJ are horrifying. My prayers are with those who lost loved ones and the dozens who were injured. H,HillaryClinton
2016-09-29,False,"Donald Trump may lie, but the tape doesnt.",HillaryClinton
2016-09-28,False,Hillary will be a president our kids can look up to. @FLOTUS,HillaryClinton
2016-09-28,False,"At Mondays debate, Trump denied saying a lot of the things hes said. Lets set the record straight.",HillaryClinton
2016-09-28,False,"With a mother in the Oval Office, we may finally catch up to the rest of the world on paid leave.http//hrc.io/2dAQKyQ",HillaryClinton
2016-09-28,False,If a candidate regularly and flippantly makes cruel and insulting comments about women...thats who that candidate really is. @FLOTUS,HillaryClinton
2016-09-28,False,The president commands our nuclear arsenal. Trump cant command his own rhetoric. @azcentralhttp//hrc.io/2d95w1u,HillaryClinton
2016-09-28,False,We should make public colleges tuitionfree for working families and debtfree for everyone.,HillaryClinton
2016-09-28,False,"Thank you, @BernieSanders. Thank you for your leadership and your support in this campaign. Hillary",HillaryClinton
2016-09-28,False,"Whew, OK!http//hrc.io/2dkCPiJ",HillaryClinton
2016-09-28,False,A man who bullies and shames a woman for her weight should never become president.,HillaryClinton
2016-09-28,False,"For forty years, every presidential candidate has released their tax returnsexcept for Trump. Whats he hiding?http//www.snappytv.com/tc/2891457",HillaryClinton
2016-09-28,False,"In its 120year history, @azcentral has never endorsed a Democrat.Heres why the paper just endorsed Hillary http//hrc.io/2d95w1u",HillaryClinton
2016-09-28,False,Hillary and I have lost a true and treasured friend. @BillClinton and Hillary on the passing of Shimon Peres,HillaryClinton
